CHEMBL1393	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21
CHEMBL98988	CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]12C(=O)C=[N+]=[N-]
CHEMBL258191	Cc1cc(-c2cccc3cc[nH]c23)c(Cl)c2c1NC(C)(C)C[C@@H]2C
CHEMBL258191	Cc1cc(-c2cccc3cc[nH]c23)c(Cl)c2c1NC(C)(C)C[C@H]2C
CHEMBL373497	CC(C)(C[C@](O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1cccc2c1OCC2
CHEMBL373497	CC(C)(C[C@@](O)(Cn1ccc(=O)c2ccccc21)C(F)(F)F)c1cccc2c1OCC2
CHEMBL220023	COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cn1cc(C)[nH+]c1C)C(F)(F)F
CHEMBL220023	COc1ccc(F)cc1C(C)(C)C[C@](O)(Cn1cc(C)[nH+]c1C)C(F)(F)F
CHEMBL1214838	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@H]2c2ccc(F)cc2)cc1Cl
CHEMBL1214838	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@@H]2c2ccc(F)cc2)cc1Cl
CHEMBL375348	COc1ccc(F)cc1C(C)(C)C[C@@](O)(CN1C[C@H](C)O[C@H](C)C1)C(F)(F)F
CHEMBL375348	COc1ccc(F)cc1C(C)(C)C[C@](O)(CN1C[C@H](C)O[C@H](C)C1)C(F)(F)F
CHEMBL1215196	COc1cc(C(=O)[O-])ccc1C1=NN(c2ccc(C#N)c(Cl)c2)[C@@H](C2CCCC2)C1
CHEMBL259820	COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(C)c1F)O2)C(C)=CC(C)(C)N3
CHEMBL294800	COc1cccc2c1-c1ccc([N-]S(C)(=O)=O)cc1[C@@H](c1cccc(C)c1)O2
CHEMBL294800	COc1cccc2c1-c1ccc([N-]S(C)(=O)=O)cc1[C@H](c1cccc(C)c1)O2
CHEMBL1215482	CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C#N)[C@@H]1c1ccccc1Cl
CHEMBL1215482	CCOC(=O)C1=C(c2ccccc2)NC(C)=C(C#N)[C@H]1c1ccccc1Cl
CHEMBL1215484	COC(=O)C1=C(Cc2ccccc2)NC(C)=C(C#N)[C@H]1c1ccccc1Cl
CHEMBL1215484	COC(=O)C1=C(Cc2ccccc2)NC(C)=C(C#N)[C@@H]1c1ccccc1Cl
CHEMBL194745	CC(C)(C[C@](O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1cc(F)ccc1O
CHEMBL194745	CC(C)(C[C@@](O)(C(=O)Nc1ccc2c(c1)COC2=O)C(F)(F)F)c1cc(F)ccc1O
CHEMBL1215197	CCOc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)[O-]
CHEMBL384467	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL219561	COc1ccc(C)c(C(C)(C)C[C@](O)(Cn2ccc(=O)c3ccccc32)C(F)(F)F)c1
CHEMBL219561	COc1ccc(C)c(C(C)(C)C[C@@](O)(Cn2ccc(=O)c3ccccc32)C(F)(F)F)c1
CHEMBL103	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
CHEMBL196237	CC(C)(C)c1ccc(C[C@](O)(CC(C)(C)c2ccccc2)C(=O)Nc2ccc3c(c2)COC3=O)cc1
CHEMBL196237	CC(C)(C)c1ccc(C[C@@](O)(CC(C)(C)c2ccccc2)C(=O)Nc2ccc3c(c2)COC3=O)cc1
CHEMBL216272	Cc1noc(=O)c2ccc(NC(=O)[C@](O)(CC(C)(C)c3cccc4c3OCC4)C(F)(F)F)cc12
CHEMBL216272	Cc1noc(=O)c2ccc(NC(=O)[C@@](O)(CC(C)(C)c3cccc4c3OCC4)C(F)(F)F)cc12
CHEMBL393392	COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc1cc(C)cc(C)c1)C(F)(F)F
CHEMBL393392	COc1ccc(F)cc1C(C)(C)C[C@](O)(Cc1cc(C)cc(C)c1)C(F)(F)F
CHEMBL1214968	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@H]2c2ccco2)cc1
CHEMBL1214968	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@@H]2c2ccco2)cc1
CHEMBL1214969	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@H]2c2cccs2)cc1
CHEMBL1214969	N#Cc1ccc(N2N=C(c3ccc(C(=O)[O-])cc3)C[C@@H]2c2cccs2)cc1
CHEMBL1215555	N#Cc1ccc(N2N=C3c4ccc(C(=O)[O-])cc4CO[C@@H]3[C@@H]2c2ccc(F)cc2)cc1Cl
CHEMBL1215486	Cc1cc(N2N=C3c4ccc(C(=O)[O-])cc4CC[C@@H]3[C@@H]2C2CCCC2)ccc1C#N
CHEMBL1215487	COc1cc(N2N=C3c4ccc(C(=O)[O-])cc4CC[C@@H]3[C@@H]2C2CCCC2)ccc1C#N
CHEMBL372106	C/C=C1\C(=O)C[C@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL372106	C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL1201025	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@]21C
CHEMBL1215330	N#Cc1ccc(N2N=C3c4ccc(C(=O)[O-])cc4CC[C@@H]3[C@@H]2c2ccc(F)cc2)cc1Cl
CHEMBL1215329	N#Cc1ccc(N2N=C3c4ccc(C(=O)[O-])cc4CC[C@H]3[C@H]2c2ccc(F)cc2)cc1Cl
CHEMBL263091	COc1ccc(F)cc1C(C)(C)C[C@@](O)(C(=O)Nc1ccc2c(=O)onc(C)c2c1)C(F)(F)F
CHEMBL263091	COc1ccc(F)cc1C(C)(C)C[C@](O)(C(=O)Nc1ccc2c(=O)onc(C)c2c1)C(F)(F)F
CHEMBL395716	COCc1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL372102	Cc1noc(=O)c2ccc(NC(=O)[C@](O)(Cc3ccccc3)CC(C)(C)c3cc(F)ccc3O)cc12
CHEMBL372102	Cc1noc(=O)c2ccc(NC(=O)[C@@](O)(Cc3ccccc3)CC(C)(C)c3cc(F)ccc3O)cc12
CHEMBL373498	COc1ccc(F)cc1C(C)(C)C[C@](O)(Cn1cnc2ccccc21)C(F)(F)F
CHEMBL373498	COc1ccc(F)cc1C(C)(C)C[C@](O)(Cn1c[nH+]c2ccccc21)C(F)(F)F
CHEMBL373498	COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cn1cnc2ccccc21)C(F)(F)F
CHEMBL373498	COc1ccc(F)cc1C(C)(C)C[C@@](O)(Cn1c[nH+]c2ccccc21)C(F)(F)F
CHEMBL197161	CC(C)(C[C@](O)(Cc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL197161	CC(C)(C[C@@](O)(Cc1ccccc1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL395506	C=CCO[C@H](C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21
CHEMBL395506	C=CCO[C@@H](C)C1=CC(C)(C)Nc2ccc(-c3cc(F)ccc3OC)cc21
CHEMBL232452	Cc1cc(C)c(S(=O)(=O)N[C@H](C)Cc2c[nH]c3ccccc23)c(C)c1
CHEMBL232452	Cc1cc(C)c(S(=O)(=O)N[C@@H](C)Cc2c[nH]c3ccccc23)c(C)c1
CHEMBL396029	C[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl
CHEMBL396029	C[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl
CHEMBL1098089	CCCC1=C(C(=O)OCC)[C@@H](c2ccnc3ccccc23)C(C#N)=C(C)N1
CHEMBL1098089	CCCC1=C(C(=O)OCC)[C@H](c2ccnc3ccccc23)C(C#N)=C(C)N1
CHEMBL231296	COc1ccccc1C1CCN(c2[nH]c(=O)[nH]c(=O)c2Cc2ccccc2)CC1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@@H]2C(C)=CC(C)(C)N[C@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@@H]2C(C)=CC(C)(C)[NH2+][C@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@H]2C(C)=CC(C)(C)N[C@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@H]2C(C)=CC(C)(C)[NH2+][C@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@@H]2C(C)=CC(C)(C)N[C@@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@@H]2C(C)=CC(C)(C)[NH2+][C@@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@H]2C(C)=CC(C)(C)N[C@@H]2C=C1
CHEMBL393946	COc1c(O)ccc2c1C1=C(/C(=C/c3cccc(O)c3)O2)[C@H]2C(C)=CC(C)(C)[NH2+][C@@H]2C=C1
CHEMBL231399	O=c1[nH]c(N2CCC(c3cccc(Cl)c3)CC2)c(Cc2ccccc2)c(=O)[nH]1
CHEMBL266282	C=CC[C@H]1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL266282	C=CC[C@@H]1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL197846	C/C=C1/C(=O)C[C@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL197846	C/C=C1/C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CHEMBL194802	CC(C)(C[C@](O)(CC1CCCCC1)C(=O)Nc1ccc2c(c1)COC2=O)c1cc(F)ccc1O
CHEMBL194802	CC(C)(C[C@@](O)(CC1CCCCC1)C(=O)Nc1ccc2c(c1)COC2=O)c1cc(F)ccc1O
CHEMBL363137	CC(C)(C[C@](O)(CC1CCCCC1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL363137	CC(C)(C[C@@](O)(CC1CCCCC1)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL196374	Cc1noc(=O)c2ccc(NC(=O)[C@](O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cc12
CHEMBL196374	Cc1noc(=O)c2ccc(NC(=O)[C@@](O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cc12
CHEMBL397919	COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1/C(C)=N/O)O2)C(C)=CC(C)(C)N3
CHEMBL195021	CC(C)(C[C@@](C)(O)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL195021	CC(C)(C[C@](C)(O)C(=O)Nc1ccc2c(c1)COC2=O)c1ccccc1
CHEMBL267231	C=CC[C@H]1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL267231	C=CC[C@@H]1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
CHEMBL273453	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
CHEMBL423620	CC1(C)CCC[C@]2(C)c3cc4c(C(F)(F)F)cc(=O)[nH]c4cc3N[C@H]12
CHEMBL1215693	Cc1nc(C)c(C2=NN(c3ccc(C#N)cc3)[C@@H](c3ccc(F)cc3)C2)s1
CHEMBL1215694	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]34CCC(=O)O4)[C@@H]21
