308	O=C([O-])C1CC(=O)N(c2ccccc2O)C1
319	Cc1nc2ccc(P(=O)([O-])[O-])cc2s1
319	Cc1nc2ccc(P(=O)([O-])O)cc2s1
212	CSCCC(C(=O)[O-])N1C(=O)c2ccc(C(=O)[O-])cc2C1=O
213	CC(C)CC(C(=O)[O-])N1C(=O)c2ccc(C(=O)[O-])cc2C1=O
210	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1c[nH]c3ccccc13)C(=O)[O-])C2=O
211	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1cccc3ccccc13)C(=O)[O-])C2=O
313	CP(=O)([O-])CC(=O)[O-]
312	O=C([O-])c1c[nH]c(-c2ccccc2)n1
310	CCc1ccc(N2CC(C(=O)[O-])CC2=O)cc1
317	Nc1onc(-c2ccc(Cl)cc2)c1C(=O)[O-]
314	O=C1C=C(S(=O)(=O)[O-])C2C=CC=CC2C1=O
115	O=C([O-])c1ccc([N-]S(=O)(=O)c2ccsc2C(=O)[O-])cc1Cl
114	O=C([O-])c1cccc([N-]S(=O)(=O)c2ccsc2C(=O)[O-])c1
117	O=C([O-])c1sccc1S(=O)(=O)[N-]c1cccc([N+](=O)[O-])c1
116	O=C([O-])c1ccc(NS(=O)(=O)c2ccsc2C(=O)[O-])c(O)c1
116	O=C([O-])c1ccc([N-]S(=O)(=O)c2ccsc2C(=O)[O-])c(O)c1
111	O=C([O-])c1sccc1S(=O)(=O)NCc1ccccc1
110	O=C([O-])c1ccccc1C(=O)Nc1ccc(Cl)cc1
113	O=C([O-])c1ccc([N-]S(=O)(=O)c2ccsc2C(=O)[O-])cc1
113	O=C([O-])c1ccc(NS(=O)(=O)c2ccsc2C(=O)[O-])cc1
112	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccc(Br)cc1
119	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccc(Cl)c(Cl)c1
118	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccccc1[N+](=O)[O-]
322	CC(=O)Nc1sccc1C(=O)[O-]
320	O=C([O-])C1CCCCC1c1[nH]nc([S-])[nH+]1
320	O=C([O-])C1CCCCC1c1n[nH]c(=S)[nH]1
301	CC(C(=O)[O-])N1C(=O)C2C3CCC(C3)C2C1=O
201	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1ccc(O)cc1)C(=O)[O-])C2=O
309	Cc1ccoc1C(=O)Nc1ccccc1C(=O)[O-]
203	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1ccc(O)cc1)C(=O)[O-])C2=O
202	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1ccccc1)C(=O)[O-])C2=O
205	O=C([O-])C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O
207	O=C([O-])c1ccc2c(c1)C(=O)N(C(Cc1cn[nH]n1)Cc1cccc3ccccc13)C2=O
206	O=C([O-])c1ccc2c(c1)C(=O)N(CCc1ccc(O)cc1)C2=O
208	O=C([O-])CC(Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)[O-])cc2C1=O
302	CC(C)CNC(=O)C1C2C=CC(C2)C1C(=O)[O-]
303	CCc1c(C)[nH]n(-c2nnn[n-]2)c1=O
303	CCc1c(C)nn(-c2nnn[n-]2)c1O
304	CC(O)C(C(=O)[O-])N1C(=O)c2ccccc2C1=O
306	NS(=O)(=O)c1ccccc1C(=O)[O-]
307	O=C([O-])CN1C(=O)OC(c2ccccc2)C1=O
120	COC(=O)c1sccc1S(=O)(=O)[N-]c1ccc(Cl)c(Cl)c1
121	O=C([O-])c1sccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1
108	O=C([O-])c1sccc1NS(=O)(=O)c1ccc(Cl)cc1
109	O=C([O-])c1ccccc1S(=O)(=O)Nc1ccc(Cl)cc1
109	O=C([O-])c1ccccc1S(=O)(=O)[N-]c1ccc(Cl)cc1
102	O=S(=O)([O-])CCCSc1nc2ccccc2s1
103	NS(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccsc2C(=O)[O-])cc1
101	O=C([O-])CCSc1nc2ccccc2s1
106	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccc(Cl)cc1
107	Cc1ccc(S(=O)(=O)Nc2cc(C(=O)[O-])c(C)s2)cc1
107	Cc1ccc(S(=O)(=O)[N-]c2cc(C(=O)[O-])c(C)s2)cc1
104	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccccc1[NH+]1CCCCC1
104	O=C([O-])c1sccc1S(=O)(=O)Nc1ccccc1N1CCCCC1
104	O=C([O-])c1sccc1S(=O)(=O)[N-]c1ccccc1N1CCCCC1
105	Cc1oc(C)c(S(=O)(=O)Nc2cccs2)c1C(=O)[O-]
105	Cc1oc(C)c(S(=O)(=O)[N-]c2cccs2)c1C(=O)[O-]
