ZINC02895992	O=C([O-])C1Cc2c([nH]c3ccccc23)C(c2ccc(O)cc2)[NH2+]1
ZINC00146421	CC1(C)N=C(N)N=C(N)N1c1ccc(Br)cc1
ZINC04976490	Nc1nc(Cl)nc2c1ncn2C1OCC(O)C(O)C1O
ZINC05224810	NC(=O)N/N=C1\CC2C3C/C(=N\NC(N)=O)C4C3CC2C14
ZINC05567001	O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)c2c1CCCC2
ZINC04006554	NS(=O)(=O)c1ccc2oc3ccc(S(N)(=O)=O)cc3c2c1
ZINC09915811	CSC1(C)OC(C)(CO)C(C)(O)C(C)(O)C1(C)O
ZINC12661785	C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O
ZINC05389757	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1Br
ZINC04822465	Nc1ncnc2c1c(Br)cn2C1OC(CO)C(O)C1O
ZINC05551009	CC1OC(CO)(n2cnc3c(N)ncnc32)C(O)C1O
ZINC04809092	Nc1ncnc2c1ncn2C1OC(CO)C(S)C1O
ZINC13537293	Oc1ccc(C2Oc3c(ccc(O)c3O)CC2O)cc1O
ZINC13783900	O=c1[nH]cnc2c1nc(Cl)n2C1OC(CO)C(O)C1O
ZINC14436083	Oc1ccc(C2Oc3c(ccc(O)c3O)C(O)C2O)cc1O
ZINC18196398	O=C1CC(c2cccs2)CC2=C1C(c1ncc[nH]1)c1c(O)n[nH]c1N2
ZINC08575497	Cc1[nH+]cc2c(c1O)C(c1c([O-])[nH]c(=S)[nH]c1=O)OC2
ZINC21986506	Nc1nc(F)nc2c1ncn2C1CC(CO)C(O)C1O
ZINC17142918	Nc1nc(=O)n(C2OC(CO)C(O)C2F)cc1I
ZINC04984277	OCC1OC(c2[nH]nc3c(Cl)ncnc23)C(O)C1O
ZINC17021453	Cc1csc2c1c(N)nc(=O)n2C1OC(CO)C(O)C1O
ZINC17196561	Nc1n[nH]c(=O)c2c1c(Br)cn2C1OC(CO)C(O)C1O
ZINC33683481	CC(=O)C1(O)CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC21C
ZINC33727946	NC1NC(=O)N(C2OC(CO)C(O)C2O)C=C1Br
ZINC35345249	Nc1cc2c(cc1NC1CCS(=O)(=O)C1)NC(=O)C2
ZINC35783757	CC1CN(c2ccc(S(N)(=O)=O)cc2N)C(C)CO1
ZINC36257402	O=C(NC1CC[NH2+]C2(CCC2)C1)c1cc(=O)[nH]c([O-])n1
ZINC36378013	CN1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3ccc(O)c(O)c3)C2C1
ZINC13815706	C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O
ZINC05760034	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
ZINC20458796	CC(C)[NH+]1CCC2(CC1)C(C#N)=C(N)NC([S-])=C2C#N
ZINC36375220	Oc1ccc(C2Oc3c(ccc(O)c3O)C(O)C2O)cc1O
ZINC01669640	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O
ZINC04293729	Nc1nc(Cl)c2ncn(C3OC(CO)C(O)C3O)c2n1
ZINC38989928	COc1ccc2c(c1)=C1CCNC(c3c([O-])[nH]c(=O)[nH]c3=O)C1[NH+]=2
ZINC39359534	N#CC1=C([NH3+])[N-]C2=NC(N)=NC(=O)C2C1c1ccc(F)cc1
ZINC40816187	CC1c2cc(O)c(O)cc2CCN1C(=O)c1cncc(N)c1
ZINC43409572	CC1=CC2C(O)(CC(CO)=CC3C4C(C)(C)C4(O)C(O)C(C)C32O)C1=O
ZINC43726297	CC1C(=O)C23C(O)CC4C(C)(C)CCC(O)C4(C)C2C(O)CC1C3O
ZINC43757655	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(O)CO
ZINC44021090	Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1I
ZINC44924310	CC1(Nc2cc3nc[nH]c(=O)c3cc2N)CCS(=O)(=O)C1
ZINC48580603	Nc1cc(N)nc(SC2CS(=O)(=O)CC2O)n1
ZINC48950832	CNC(=O)NNC(=O)c1[nH]nc(C)c1Br
ZINC50397392	Nc1cc2c(cc1NC1CCCNC1=O)NC(=O)CO2
ZINC50910903	Nc1cc(S(N)(=O)=O)ccc1N1Cc2ccccc2C1
ZINC54432258	NC(=O)C1CN(C(=O)c2nonc2N)c2ccccc2O1
ZINC55173982	Cc1nc(N)sc1C(=O)N1CCC2(CC1)NC(=O)NC2=O
ZINC65335102	NNC(=O)C1Nc2sc3c(c2C1n1cccc1)CCCC3
ZINC66740535	Cc1ccc(-c2n[nH]cc2C2NC(=O)c3n[nH]c(C)c3N2)o1
ZINC04062211	CC12CCC3c4ccc(O)cc4/C(=N/OCC(=O)[O-])CC3C1CC(O)C2O
ZINC05276696	CC12CCC3C(CCC4(O)CC(O)CCC34CO)C1(O)CCC2C(=O)[O-]
ZINC06415837	CC12CCC3c4ccc(O)cc4/C(=N/OCC(=O)[O-])CC3C1CCC2(O)O
ZINC01868876	O=C([O-])C1Cc2[nH]cnc2C(c2cc([N+](=O)[O-])ccc2[O-])[NH2+]1
ZINC01868878	O=C([O-])C1Cc2[nH]cnc2C(c2cc([N+](=O)[O-])ccc2[O-])[NH2+]1
ZINC21508724	Cc1cnc([N-]S(=O)(=O)c2ccc(O)c(N)c2)s1
ZINC04018158	Nc1ccc([N+](=O)[O-])cc1-c1nnc(=S)[nH]c1[O-]
ZINC30516294	NC(=O)C1CC(C(=O)/N=c2\[nH]cccc2[O-])=NN1c1ccccc1
ZINC17284395	NC(=O)N/N=C/C(Br)=C(\Br)C(=O)[O-]
ZINC32604000	[NH-][NH2+][N-]C1CCc2c1[nH]c(=O)n(C1CCCCC1)c2=O
ZINC06591389	[O-]c1nc(=S)ccn1C1OC(CO)C(O)C1O
ZINC34363687	O=c1c(Cl)c([O-])ccn1C1OC(CO)C(O)C1O
ZINC06499965	[O-]c1nc(=S)c2cncnc2n1C1OC(CO)C(O)C1O
ZINC37037601	Nc1cc(=O)[nH]c(SCc2cc([O-])n3ncnc3n2)n1
ZINC37744361	Nc1cc([N-]S(=O)(=O)c2cn[nH]c2)ccc1Cl
