ZINC06219633	O=C([O-])C1CC=CCC1C(=O)NNc1c(Cl)cc(Cl)cc1Cl
ZINC06883010	O=C([O-])c1ccc(Cl)c(NC(=S)NC(=O)c2ccc(Cl)cc2)c1
ZINC02215281	O=C(/C=C/c1ccccc1)NC(=S)Nc1cc(C(=O)[O-])ccc1Cl
ZINC12787903	CC(C)(CC(=O)[O-])CC(=O)NNc1c(Cl)cc(Cl)cc1Cl
ZINC12907362	CC1CCCC([NH2+]CCc2cccc(F)c2)(P(=O)([O-])[O-])C1
ZINC20152113	Cc1ccc(C(=O)NC(=S)NCc2ccc(C(=O)[O-])cc2)cc1C
ZINC20152153	Cc1cc(C)cc(C(=O)NC(=S)Nc2cccc(C(=O)[O-])c2C)c1
ZINC20156054	Cc1ccc(C(c2c([O-])nc(=S)[nH]c2[O-])[NH+]2CCCCC2)cc1
ZINC20432311	Nc1ccc2nc([N-]S(=O)(=O)c3cccc(Cl)c3)sc2c1
ZINC20980625	Cc1ccc(S(=O)(=O)[N-]c2nc3c(C)cc(N)cc3s2)cc1
ZINC28466119	O=C1NC2=NC(c3ccccc3)=CC(c3ccccc3)C2=C([O-])N1
ZINC20341269	[NH-]c1nc(-c2cccc(NC(=O)COc3ccccc3)c2)cs1
ZINC20341582	Cc1ccc(/C=C/C(=O)Nc2ccccc2-c2csc([NH-])n2)cc1
ZINC37063899	Cc1cc(N)ccc1S(=O)(=O)[N-]c1nc2ccccc2s1
ZINC37425281	CCc1ccc(S(=O)(=O)[N-]c2ncc(Br)s2)cc1N
ZINC37716690	O=C(NCc1cccc(C(=O)[O-])c1)Nc1cccc(Cl)c1
ZINC13562549	CC(C)COc1ccc(Cc2c([O-])[nH]c(=S)[nH]c2=O)cc1
ZINC15225674	Nc1nc([O-])c(Br)c(Oc2ccc(F)cc2)n1
ZINC37933406	Nc1ccc(Oc2cccc(Br)c2)c(C(=O)[O-])c1
ZINC40327417	Cc1ccc(S(=O)(=O)[N-]c2sc(C)c(C)c2C#N)c(N)c1
ZINC40544718	O=C([O-])CCNC(=O)Nc1c(Cl)cc(Cl)cc1Cl
ZINC41116151	Nc1cc(Br)ccc1SCc1ccoc1C(=O)[O-]
