ZINC06015001	COc1cc2cc(C(c3nnnn3C(C)(C)C)[NH+]3CCN(c4ccc(O)cc4)CC3)c(=O)[nH]c2cc1OC
ZINC00910831	COc1ccc(Cn2nnnc2C(c2cc3cc(OC)ccc3[nH]c2=O)[NH+]2CCC(O)CC2)cc1
ZINC09359505	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CCC(N)=O)C2C(=O)N(c3cccc([N+](=O)[O-])c3)C(=O)C21
ZINC09568811	COc1ccc(N2CC[NH+](CCNC(=O)NC3CC(=O)N(c4ccc5c(c4)OCCO5)C3)CC2)cc1
ZINC09783537	Cc1noc(C)c1S(=O)(=O)N1CC[NH+](CC(=O)NC(=O)Nc2ccc3c(c2)OCCO3)CC1
ZINC09828901	O=C(NCCCN1CCCC1=O)C(=O)NCC(c1ccco1)[NH+]1CCN(c2ccc(F)cc2)CC1
ZINC02254248	CC[NH+](CC)CCCn1c(C)cc2c(c1=O)C(c1cc(OC)c(OC)c(OC)c1)C(C#N)=C(N)O2
ZINC02230634	COc1cc(OC)c(C2C(C#N)=C(N)Oc3cc(C)n(CC[NH+]4CCOCC4)c(=O)c32)cc1OC
ZINC09353091	COC(=O)c1[nH]c(C)c(/C(O)=C2\C(=O)C(=O)N(CC[NH+]3CCOCC3)C2c2ccc(C)o2)c1C
ZINC20393468	Cc1ccc(CNC(=O)c2cc3c(=O)n4cccc(C)c4nc3[n+](CCCN3CCOCC3)c2N)cc1
ZINC22793535	Cc1cc(C(=O)CN2CC[NH+](CC(=O)NC3CC3)CC2)c(C)n1-c1ccc(S(N)(=O)=O)cc1
ZINC23483384	CC(Sc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O
ZINC23613192	Cc1ccc(-[n+]2c(SC(C)C(=O)c3c(N)n(C)c(=O)n(C)c3=O)[nH]c3ccccc3c2=O)nc1
ZINC27752393	Cc1ccccc1NC(=O)CSc1nnc(-c2cc[n+](CC(=O)Nc3ccccc3C)cc2)n1N
ZINC29773715	Cc1ccnc(-[n+]2c(SC(C)C(=O)c3c(N)n(C)c(=O)n(C)c3=O)[nH]c3ccccc3c2=O)c1
ZINC29849334	CCOC(=O)C1=C(CN2CCC[NH+](CC(=O)N(C)C)CC2)NC(=O)NC1c1ccc(Cl)cc1
ZINC33489797	CCCCCC[n+]1c(N)c(C(=O)NCCCN2CCOCC2)cc2c(=O)n3cccc(C)c3nc21
ZINC34750179	CN(C)C(=O)CSc1nc(N2CC[NH+](CC(N)=O)CC2)c2c3c(sc2n1)COC(C)(C)C3
ZINC34678557	CC[NH+](CC)CCNC(=O)C(C)NC(=O)c1cc2n(n1)CCCN(Cc1ccc(F)cc1)C2=O
ZINC34678583	Cc1ccccc1CN1CCCn2nc(C(=O)NC(C)C(=O)NCC[NH+]3CCCCC3)cc2C1=O
ZINC01352219	Cc1ccc(S(=O)(=O)Cn2nnnc2C(c2ccc(F)cc2)[NH+]2CCC(C(N)=O)CC2)cc1
ZINC03379666	CC(c1nnc(SCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)n1-c1ccc(Cl)cc1)[NH+](C)C
ZINC04374514	COC(=O)C1(CCSC)[NH2+]C(c2ccc(O)cc2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC09518933	COc1ccc(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCCn2cc[nH+]c2)cc1OC
ZINC38624561	CC(=O)Nc1ccc(S(=O)(=O)NCC(c2ccc3c(c2)OCO3)N2CC[NH+](C)CC2)c(C)c1
ZINC39545647	O=C(C1CC(O)C2=[N+]1Cc1ccccc1N2)N(c1ccccc1O)S(=O)(=O)Oc1ccccc1
ZINC39545648	O=C(C1CC(O)C2=[N+]1Cc1ccccc1N2)N(c1ccccc1O)S(=O)(=O)Oc1ccccc1
ZINC39601995	Cc1nn(C)c2ncc(C(=O)N3CC(C(=O)NCCOCCO)C4(CC[NH2+]CC4)C3)c(Cl)c12
ZINC39604269	CCOC(=O)CCNC(=O)C1CN(C(=O)c2cnc3c(c(C)nn3C)c2Cl)CC12CC[NH2+]CC2
ZINC39604270	CCOC(=O)CCNC(=O)C1CN(C(=O)c2cnc3c(c(C)nn3C)c2Cl)CC12CC[NH2+]CC2
ZINC39604528	CCOCCCNC(=O)C1CN(C(=O)c2cnc3c(c(C)nn3C)c2Cl)CC12CC[NH2+]CC2
ZINC39605264	Cc1nn(C)c2ncc(C(=O)N3CC(C(=O)NCCCOC(C)C)C4(CC[NH2+]CC4)C3)c(Cl)c12
ZINC39637077	COc1cc(CNC(=O)C2CN(C(=O)c3cncn3C)CC23CC[NH2+]CC3)cc(OC)c1OC
ZINC39669566	O=C(NCC1CCCN(c2ncccn2)C1)C1CN(C(=O)C2CCOCC2)CC12CC[NH2+]CC2
ZINC39670468	COc1cc(C(=O)N2CC(C(=O)NCc3cn4cc(C)ccc4n3)C3(CC[NH2+]CC3)C2)cc(OC)c1OC
ZINC39671742	CC(=O)N1CCC(C(=O)N2CC(C(=O)NCCCn3nc(C)cc3C)C3(CC[NH2+]CC3)C2)CC1
ZINC39671743	CC(=O)N1CCC(C(=O)N2CC(C(=O)NCCCn3nc(C)cc3C)C3(CC[NH2+]CC3)C2)CC1
ZINC39678641	CC(C)OC(=O)CNC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39696632	CN1CCOC(CNC(=O)C2CN(C(=O)C3CCCN3C(=O)C(F)(F)F)CC23CC[NH2+]CC3)C1
ZINC39696957	Cc1cnc(CNC(=O)C2CN(C(=O)C3CCCN3C(=O)C(F)(F)F)CC23CC[NH2+]CC3)cn1
ZINC39841005	COCC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc2c(=O)n3ccccc3nc21
ZINC39841012	C=CC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc2c(=O)n3ccccc3nc21
ZINC39841043	CCOC(=O)c1c(NC(=O)c2cc3c(=O)n4ccccc4nc3[n+](CCO)c2N)sc2c1CCCC2
ZINC39841113	CCCC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc2c(=O)n3cccc(C)c3nc21
ZINC39948095	CCOC(=O)C1C2=C(CC(C)CC2)SC1NC(=O)C(=O)N/N=C/C1C=c2ccccc2=[NH+]C1=O
ZINC63426743	COC(=O)C(CC1=c2ccccc2=[NH+]C1)N/C=C1\C(=O)NC(=O)N(c2ccc(Br)cc2)C1=O
ZINC63775570	COC(=O)c1c(NC(=O)COC(=O)C(CC2=c3ccccc3=[NH+]C2)NC(C)=O)sc(C)c1C
ZINC64006727	CC1OC(c2ccccc2NS(=O)(=O)N(C)C)N=C1CNC(=O)CC1=c2ccccc2=[NH+]C1
ZINC64006730	CC1OC(c2ccccc2NS(=O)(=O)N(C)C)N=C1CNC(=O)CC1=c2ccccc2=[NH+]C1
ZINC64409711	COCCNC(=O)CSC1NNC(N2CCN(C(=O)CC3=c4ccccc4=[NH+]C3)CC2)S1
ZINC02414312	COC(=O)c1[nH]c2cccc(O)c2c1NC(=O)C[NH+]1CCC(C(N)=O)CC1
ZINC04981505	CC(=O)NC1(c2cccc(F)c2)CC[NH+](CC(=O)Nc2ccccc2C(N)=O)CC1
ZINC09307098	Nc1nonc1C(=[NH2+])N/N=C/c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1
ZINC11104538	CCc1ccccc1Nc1nc(N)nc(C[NH+]2CCC(NS(C)(=O)=O)CC2)n1
ZINC12049368	Cc1cnc(C)c(-c2ccc(O)c(C[NH2+]Cc3ccc(S(N)(=O)=O)cc3)c2)n1
ZINC12603454	C[NH2+]Cc1cn(CC2OC(CC(=O)NCc3cccs3)C(O)C2O)nn1
ZINC17075196	COc1cccc(/C=N/[NH+]=C(\N)c2nonc2N)c1OCc1ccccc1
ZINC20733418	CC1(C)CC(NC(=O)C(=O)NCCNC(=O)c2cc3ccccc3[nH]2)CC(C)(C)[NH2+]1
ZINC20836979	Cc1nn(C)c(C)c1/C=N/Nc1nc(SCC(=O)NC2CC(C)(C)[NH2+]C(C)(C)C2)n[nH]1
ZINC23038663	CC(C(=O)Nc1sccc1C(N)=O)[NH+](C)CC(=O)Nc1ccccc1Br
ZINC06507347	CCCn1c(N)c(C(=O)C[NH+](C)CC(=O)Nc2c(C)cc(C)cc2C)c(=O)[nH]c1=O
ZINC38984069	COc1ccc(C2=C(C)N=[NH+]C2c2ccc(OCC(=O)NN)cc2O)cc1
ZINC39856089	Cc1c(C(=O)NCCCn2cc[nH+]c2)oc2c1/C(=N/NC(N)=S)CC(C)(C)C2
ZINC40645234	CC1(C)CC(Nc2ncnc(NNC(=O)c3ccco3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC40705683	COC(=O)c1cc(Nc2ncnc(NN3CC[NH+](C)CC3)c2N)cc(C(=O)OC)c1
ZINC40744459	COc1cc(Br)cc(C[NH2+]CCNC(=O)c2nonc2N)c1OC(C)C
ZINC40800597	Cc1ccc2c(Nc3ncnc(NCCN4CCOCC4)c3N)cccc2[nH+]1
ZINC41327601	CCC(CC)C(CNC(=O)C(=O)Nc1ccc(F)c(C(N)=O)c1)[NH+]1CCCC1
ZINC41327604	CCC(CC)C(CNC(=O)C(=O)Nc1ccc(F)c(C(N)=O)c1)[NH+]1CCCC1
ZINC41333852	CC[NH+](CC)C(CNC(=O)C(=O)Nc1cccc(C(N)=O)c1C)CC(C)C
ZINC41725611	CC1CC(C)C[NH+](CCNC(=O)C(=O)Nc2ccc(Cl)c(C(N)=O)c2)C1
ZINC44144117	Cc1c(C(N)=O)cc(-c2cccc(C#N)c2)n1C(Cc1ccc(O)cc1)C(=O)NCC[NH+](C)C
ZINC44253899	COc1cccc(C([NH3+])CC(N)=O)c1OC(=O)c1c(-c2c(Cl)cccc2Cl)noc1C
ZINC45511192	Cc1cccc(NC(=O)C[NH+]2CCN(C(C)C(=O)Nc3sccc3C(N)=O)CC2)c1C
ZINC46395868	CC1CCC[NH+](CCCNC(=O)NNC(=O)c2cc(Br)c[nH]2)C1
ZINC46670752	COc1cccc(C(CNC(=O)CC(NC(N)=O)c2cccc(C)c2)[NH+](C)C)c1
ZINC46670754	COc1cccc(C(CNC(=O)CC(NC(N)=O)c2cccc(C)c2)[NH+](C)C)c1
ZINC46670756	COc1cccc(C(CNC(=O)CC(NC(N)=O)c2cccc(C)c2)[NH+](C)C)c1
ZINC46672429	COc1cccc(C(CNC(=O)CC(NC(N)=O)c2cccc(C)c2)[NH+]2CCCC2)c1
ZINC48799170	CC(C)(CNC(=O)C(=O)Nc1ccc(C(N)=O)c(Cl)c1)[NH+]1CCCCC1
ZINC49794916	CC[NH+](CC)C(CNC(=O)NNC(=O)C(=O)NC1CC1)c1ccccc1Cl
ZINC52831060	C[NH+](CC(N)=O)CC(=O)Nc1ccc(NC(=O)c2ccco2)cc1C(F)(F)F
ZINC54539725	COc1cccc(C(=O)NNC(=O)NCC(c2ccco2)[NH+]2CCCC2)c1O
ZINC22798968	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)N1CCC[NH+](CC(=O)NC(C)(C)C)CC1
