ZINC03457380	CC(C(=O)Nc1ccc2ccccc2c1)[NH+]1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1
ZINC08919992	CNC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N3CC(C)OC(C)C3)cc2)sc2c1CC[NH+](C)C2
ZINC08940155	CC1Cc2cc(C(=O)Nc3cccc(S(=O)(=O)NC4=[NH+]CCC4)c3)ccc2N1S(C)(=O)=O
ZINC09135792	Cc1cc([N+](=O)[O-])ccc1NC(=O)C(=O)NCC(c1ccc2c(c1)CCCN2C)[NH+]1CCCC1
ZINC09171978	C[NH+](C)C(CNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCOCC3)cc12)c1cccs1
ZINC09233392	COc1cc(N2C(=O)C3C4CCC[NH+]4C4(C(=O)Nc5c(C)cc(C)cc54)C3C2=O)c(C)cc1[N+](=O)[O-]
ZINC11898488	Cc1ccc(NC(=O)C(=O)NCC(c2cccn2C)[NH+]2CCc3ccccc3C2)c([N+](=O)[O-])c1
ZINC12497914	CCCC1(C(=O)OCC)[NH2+]C(c2ccc(O)cc2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC12498035	COC(=O)C1(Cc2ccc(O)cc2)[NH2+]C(c2cccs2)C2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)C21
ZINC15488638	CC(C(=O)Nc1cc([N+](=O)[O-])ccc1Cl)[NH+]1CCN(S(=O)(=O)c2cc(F)ccc2F)CC1
ZINC20687408	CC1CCCC(C)[NH+]1CCNC(=O)CN1C(=O)CSc2ccc(S(=O)(=O)N3CCOCC3)cc21
ZINC21778257	COc1cc(OC)c(NC(=O)CN2N=NC3C(=O)N(c4ccc(C)c(C)c4)C(=O)C32)cc1Cl
ZINC24779627	COC(=O)c1sccc1NC(=O)C[NH+]1CCNC(=O)C1c1c(C)nn(-c2ccccc2)c1C
ZINC27354283	CC(C(=O)NC(=O)NC1CC1)[NH+]1CCN(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1
ZINC32894927	Cc1cccc(NC(=O)C(C)[NH+]2CCN(S(=O)(=O)c3cc4c(cc3Cl)NC(=O)CO4)CC2)c1
ZINC32958670	Cc1cc2c(cc1S(=O)(=O)N1CCC(C(=O)NCCC[NH+]3CCCC(C)C3)CC1)OCC(=O)N2
ZINC34792015	Cc1ccc(C2NC(=O)N(C)C3=C2C(=O)N(CC(=O)N2CCN(c4cccc[nH+]4)CC2)C3)cc1
ZINC35894347	O=C(NC1CCCCC1)C1Cc2cc([N+](=O)[O-])ccc2N2CC[NH+](CC(=O)N3CCCC3)CC12
ZINC36584789	COC(=O)CC(NC(=O)N1CCc2[nH]c[nH+]c2C1c1cccc(Cl)c1Cl)C(=O)OC
ZINC38599162	COc1ccc(S(=O)(=O)C2c3nc4ccccc4nc3N(/N=C/C3=c4ccccc4=[NH+]C3)C2N)cc1
ZINC39021732	COC(=O)C1[NH+]=c2ccc(C)cc2=C1NC(=O)CN1CCN(c2ccc([N+](=O)[O-])cc2)CC1
ZINC39622977	Cc1cc(-c2onc(C)c2C(=O)N2CC(C(=O)NCc3ccc(F)c(Cl)c3)C3(CC[NH2+]CC3)C2)no1
ZINC39639197	COc1cc(OC)c(CNC(=O)C2CN(C(=O)C3CCOCC3)CC23CC[NH2+]CC3)c(OC)c1
ZINC39659555	CC1(C)OCC(CNC(=O)C2CN(C(=O)c3cccnc3Oc3ccc(Cl)cc3)CC23CC[NH2+]CC3)O1
ZINC39665843	COc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3c(C)noc3C)CC23CC[NH2+]CC3)cc1
ZINC39668711	CC(CNC(=O)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2)Oc1cccnc1
ZINC39669362	O=C(NCC1CCCN(c2ncccn2)C1)C1CN(C(=O)c2cccnc2Cl)CC12CC[NH2+]CC2
ZINC39671058	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NCCc4ccco4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39671059	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NCCc4ccco4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39674316	CC1=C(C(C)NC(=O)C2CN(C(=O)c3c(-c4ccccc4Cl)noc3C)CC23CC[NH2+]CC3)C(C)N=N1
ZINC39674480	CC1=C(C(C)NC(=O)C2CN(C(=O)c3ccc(Oc4ccccc4)nc3)CC23CC[NH2+]CC3)C(C)N=N1
ZINC39674483	CC1=C(C(C)NC(=O)C2CN(C(=O)c3ccc(Oc4ccccc4)nc3)CC23CC[NH2+]CC3)C(C)N=N1
ZINC39675061	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NCCn2nc(C)cc2C)C2(CC[NH2+]CC2)C1
ZINC39681112	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NC(C)c4ccncc4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39685940	COc1cc(OC)cc(C(=O)N2CC(C(=O)NC3CCN(C(=O)C(C)C)CC3)C3(CC[NH2+]CC3)C2)c1
ZINC39685941	COc1cc(OC)cc(C(=O)N2CC(C(=O)NC3CCN(C(=O)C(C)C)CC3)C3(CC[NH2+]CC3)C2)c1
ZINC39694370	O=C(NCc1ccccc1N1CCOCC1)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2
ZINC39694586	O=C(NCCn1cccn1)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39694616	O=C(NCCn1cccn1)C1CN(C(=O)c2ccc(Oc3ccccc3)nc2)CC12CC[NH2+]CC2
ZINC40157216	CC(=O)Nc1ccc(S(=O)(=O)N2CCC(NC(=O)N3CCC(C[NH+](C)C(C)C)CC3)CC2)cc1
ZINC49508919	CN1CCCc2cc(C(CNC(=O)C(=O)Nc3cc4c5c(c3)CCN5C(=O)CC4)N3CC[NH+](C)CC3)ccc21
ZINC20206803	CCS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccc(C)cc4)cc3)C(=[NH2+])N21
